id,week_number,attendance,assignment,marks,comments,user
60863,3,82,85,68,Week 3 good.,6088
60864,4,80,78,92,Week 4 good.,6088
60865,5,100,67,64,Week 5 good.,6088
60866,6,96,74,59,Week 6 good.,6088
60867,7,90,86,72,Week 7 good.,6088
60868,8,88,73,76,Week 8 good.,6088
60869,9,90,91,81,Week 9 good.,6088
60870,10,90,69,70,Week 10 good.,6088
60871,1,94,75,63,Week 1 good.,6089
60872,2,94,82,78,Week 2 good.,6089
60873,3,92,71,89,Week 3 good.,6089
60874,4,87,90,93,Week 4 good.,6089
60875,5,96,82,57,Week 5 good.,6089
60876,6,93,93,81,Week 6 good.,6089
60877,7,82,96,78,Week 7 good.,6089
60878,8,82,92,63,Week 8 good.,6089
60879,9,96,60,52,Week 9 good.,6089
60880,10,93,91,59,Week 10 good.,6089
60881,1,94,71,50,Week 1 good.,6090
60882,2,98,89,73,Week 2 good.,6090
60883,3,83,64,90,Week 3 good.,6090
60884,4,99,70,75,Week 4 good.,6090
60885,5,93,77,82,Week 5 good.,6090
60886,6,97,98,66,Week 6 good.,6090
60887,7,87,70,76,Week 7 good.,6090
60888,8,91,91,55,Week 8 good.,6090
60889,9,97,96,65,Week 9 good.,6090
60890,10,96,69,64,Week 10 good.,6090
60891,1,86,99,72,Week 1 good.,6091
60892,2,96,63,52,Week 2 good.,6091
60893,3,81,92,97,Week 3 good.,6091
60894,4,88,67,68,Week 4 good.,6091
60895,5,83,92,76,Week 5 good.,6091
60896,6,94,73,87,Week 6 good.,6091
60897,7,84,64,70,Week 7 good.,6091
60898,8,94,69,64,Week 8 good.,6091
60899,9,81,64,55,Week 9 good.,6091
60900,10,84,87,86,Week 10 good.,6091
60901,1,95,74,98,Week 1 good.,6092
60902,2,82,88,52,Week 2 good.,6092
60903,3,81,63,65,Week 3 good.,6092
60904,4,84,84,67,Week 4 good.,6092
60905,5,91,65,55,Week 5 good.,6092
60906,6,83,81,90,Week 6 good.,6092
60907,7,98,60,57,Week 7 good.,6092
60908,8,96,91,83,Week 8 good.,6092
60909,9,88,88,81,Week 9 good.,6092
60910,10,85,82,73,Week 10 good.,6092
60911,1,80,92,81,Week 1 good.,6093
60912,2,94,66,98,Week 2 good.,6093
60913,3,85,61,81,Week 3 good.,6093
60914,4,81,79,83,Week 4 good.,6093
60915,5,96,91,87,Week 5 good.,6093
60916,6,91,60,99,Week 6 good.,6093
60917,7,92,67,58,Week 7 good.,6093
60918,8,98,64,85,Week 8 good.,6093
60919,9,87,70,99,Week 9 good.,6093
60920,10,95,71,58,Week 10 good.,6093
60921,1,81,66,64,Week 1 good.,6094
60922,2,82,70,78,Week 2 good.,6094
60923,3,83,89,86,Week 3 good.,6094
60924,4,88,79,68,Week 4 good.,6094
60925,5,89,96,80,Week 5 good.,6094
60926,6,91,65,60,Week 6 good.,6094
60927,7,99,83,84,Week 7 good.,6094
60928,8,84,98,67,Week 8 good.,6094
60929,9,94,91,91,Week 9 good.,6094
60930,10,86,69,72,Week 10 good.,6094
60931,1,88,64,68,Week 1 good.,6095
60932,2,98,89,88,Week 2 good.,6095
60933,3,94,94,71,Week 3 good.,6095
60934,4,82,66,86,Week 4 good.,6095
60935,5,80,90,78,Week 5 good.,6095
60936,6,96,85,74,Week 6 good.,6095
60937,7,83,93,89,Week 7 good.,6095
60938,8,88,99,57,Week 8 good.,6095
60939,9,82,90,62,Week 9 good.,6095
60940,10,89,87,69,Week 10 good.,6095
60941,1,89,82,61,Week 1 good.,6096
60942,2,87,94,95,Week 2 good.,6096
60943,3,98,60,73,Week 3 good.,6096
60944,4,89,95,90,Week 4 good.,6096
60945,5,90,76,100,Week 5 good.,6096
60946,6,98,62,69,Week 6 good.,6096
60947,7,95,82,69,Week 7 good.,6096
60948,8,95,89,77,Week 8 good.,6096
60949,9,82,77,87,Week 9 good.,6096
60950,10,82,75,66,Week 10 good.,6096
60951,1,93,86,91,Week 1 good.,6097
60952,2,87,63,65,Week 2 good.,6097
60953,3,97,87,75,Week 3 good.,6097
60954,4,92,74,98,Week 4 good.,6097
60955,5,96,60,79,Week 5 good.,6097
60956,6,98,64,76,Week 6 good.,6097
60957,7,93,92,73,Week 7 good.,6097
60958,8,100,93,60,Week 8 good.,6097
60959,9,91,96,99,Week 9 good.,6097
60960,10,94,75,66,Week 10 good.,6097
60961,1,80,83,70,Week 1 good.,6098
60962,2,90,61,70,Week 2 good.,6098
60963,3,91,60,77,Week 3 good.,6098
60964,4,90,88,97,Week 4 good.,6098
60965,5,98,64,72,Week 5 good.,6098
60966,6,95,82,54,Week 6 good.,6098
60967,7,89,92,81,Week 7 good.,6098
60968,8,99,64,93,Week 8 good.,6098
60969,9,83,79,87,Week 9 good.,6098
60970,10,94,97,67,Week 10 good.,6098
60971,1,100,78,52,Week 1 good.,6099
60972,2,94,95,67,Week 2 good.,6099
60973,3,91,69,51,Week 3 good.,6099
60974,4,86,68,76,Week 4 good.,6099
60975,5,92,71,65,Week 5 good.,6099
60976,6,99,94,79,Week 6 good.,6099
60977,7,86,71,75,Week 7 good.,6099
60978,8,81,96,94,Week 8 good.,6099
60979,9,80,86,89,Week 9 good.,6099
60980,10,98,90,82,Week 10 good.,6099
60981,1,82,66,66,Week 1 good.,6100
60982,2,96,80,93,Week 2 good.,6100
60983,3,96,78,92,Week 3 good.,6100
60984,4,88,66,57,Week 4 good.,6100
60985,5,86,80,94,Week 5 good.,6100
60986,6,94,63,96,Week 6 good.,6100
60987,7,97,64,93,Week 7 good.,6100
60988,8,81,64,56,Week 8 good.,6100
60989,9,87,79,55,Week 9 good.,6100
60990,10,100,82,99,Week 10 good.,6100
60991,1,99,90,79,Week 1 good.,6101
60992,2,81,92,92,Week 2 good.,6101
60993,3,85,97,74,Week 3 good.,6101
60994,4,95,90,97,Week 4 good.,6101
60995,5,80,74,78,Week 5 good.,6101
60996,6,85,63,97,Week 6 good.,6101
60997,7,89,85,97,Week 7 good.,6101
60998,8,84,93,74,Week 8 good.,6101
60999,9,89,78,95,Week 9 good.,6101
61000,10,97,84,67,Week 10 good.,6101
61001,1,93,78,86,Week 1 good.,6102
61002,2,92,64,52,Week 2 good.,6102
61003,3,92,92,71,Week 3 good.,6102
61004,4,83,76,80,Week 4 good.,6102
61005,5,93,78,61,Week 5 good.,6102
61006,6,93,67,54,Week 6 good.,6102
61007,7,93,99,87,Week 7 good.,6102
61008,8,85,63,96,Week 8 good.,6102
61009,9,80,89,93,Week 9 good.,6102
61010,10,100,76,84,Week 10 good.,6102
61011,1,99,71,64,Week 1 good.,6103
61012,2,83,94,86,Week 2 good.,6103
61013,3,81,100,51,Week 3 good.,6103
61014,4,82,90,57,Week 4 good.,6103
61015,5,93,76,88,Week 5 good.,6103
61016,6,92,65,91,Week 6 good.,6103
61017,7,83,93,71,Week 7 good.,6103
61018,8,93,71,95,Week 8 good.,6103
61019,9,94,78,85,Week 9 good.,6103
61020,10,93,100,67,Week 10 good.,6103
61021,1,84,74,92,Week 1 good.,6104
61022,2,88,99,87,Week 2 good.,6104
61023,3,87,69,53,Week 3 good.,6104
61024,4,81,72,57,Week 4 good.,6104
61025,5,99,93,50,Week 5 good.,6104
61026,6,87,100,67,Week 6 good.,6104
61027,7,95,82,65,Week 7 good.,6104
61028,8,88,89,82,Week 8 good.,6104
61029,9,80,85,61,Week 9 good.,6104
61030,10,82,94,78,Week 10 good.,6104
61031,1,85,79,78,Week 1 good.,6105
61032,2,94,64,63,Week 2 good.,6105
61033,3,92,74,67,Week 3 good.,6105
61034,4,80,81,66,Week 4 good.,6105
61035,5,81,100,63,Week 5 good.,6105
61036,6,82,76,89,Week 6 good.,6105
61037,7,85,76,74,Week 7 good.,6105
61038,8,84,85,76,Week 8 good.,6105
61039,9,85,96,73,Week 9 good.,6105
61040,10,87,75,80,Week 10 good.,6105
61041,1,98,65,58,Week 1 good.,6106
61042,2,95,84,70,Week 2 good.,6106
61043,3,98,100,54,Week 3 good.,6106
61044,4,98,90,66,Week 4 good.,6106
61045,5,81,76,97,Week 5 good.,6106
61046,6,98,93,51,Week 6 good.,6106
61047,7,87,93,72,Week 7 good.,6106
61048,8,83,86,77,Week 8 good.,6106
61049,9,92,100,73,Week 9 good.,6106
61050,10,94,73,89,Week 10 good.,6106
61051,1,93,82,69,Week 1 good.,6107
61052,2,96,91,54,Week 2 good.,6107
61053,3,100,65,71,Week 3 good.,6107
61054,4,99,86,94,Week 4 good.,6107
61055,5,91,77,55,Week 5 good.,6107
61056,6,90,90,93,Week 6 good.,6107
61057,7,83,100,68,Week 7 good.,6107
61058,8,85,73,88,Week 8 good.,6107
61059,9,93,64,96,Week 9 good.,6107
61060,10,84,70,100,Week 10 good.,6107
61061,1,87,99,51,Week 1 good.,6108
61062,2,83,73,72,Week 2 good.,6108
61063,3,89,69,77,Week 3 good.,6108
61064,4,99,92,85,Week 4 good.,6108
61065,5,88,65,84,Week 5 good.,6108
61066,6,97,98,62,Week 6 good.,6108
61067,7,82,94,75,Week 7 good.,6108
61068,8,92,86,93,Week 8 good.,6108
61069,9,91,71,67,Week 9 good.,6108
61070,10,90,71,62,Week 10 good.,6108
61071,1,89,80,74,Week 1 good.,6109
61072,2,94,87,67,Week 2 good.,6109
61073,3,91,69,64,Week 3 good.,6109
61074,4,97,98,95,Week 4 good.,6109
61075,5,91,88,81,Week 5 good.,6109
61076,6,87,81,97,Week 6 good.,6109
61077,7,90,94,67,Week 7 good.,6109
61078,8,96,100,68,Week 8 good.,6109
61079,9,85,77,58,Week 9 good.,6109
61080,10,82,73,86,Week 10 good.,6109
61081,1,98,96,100,Week 1 good.,6110
61082,2,92,71,74,Week 2 good.,6110
61083,3,92,72,92,Week 3 good.,6110
61084,4,98,64,67,Week 4 good.,6110
61085,5,94,91,75,Week 5 good.,6110
61086,6,84,89,55,Week 6 good.,6110
61087,7,88,72,85,Week 7 good.,6110
61088,8,80,77,92,Week 8 good.,6110
61089,9,91,78,99,Week 9 good.,6110
61090,10,80,75,54,Week 10 good.,6110
61091,1,100,68,64,Week 1 good.,6111
61092,2,94,76,96,Week 2 good.,6111
61093,3,83,89,78,Week 3 good.,6111
61094,4,90,63,60,Week 4 good.,6111
61095,5,96,76,76,Week 5 good.,6111
61096,6,97,90,53,Week 6 good.,6111
61097,7,90,86,73,Week 7 good.,6111
61098,8,95,99,83,Week 8 good.,6111
61099,9,88,94,99,Week 9 good.,6111
61100,10,83,72,99,Week 10 good.,6111
61101,1,98,88,98,Week 1 good.,6112
61102,2,90,78,94,Week 2 good.,6112
61103,3,96,74,89,Week 3 good.,6112
61104,4,99,89,52,Week 4 good.,6112
61105,5,80,96,75,Week 5 good.,6112
61106,6,99,70,65,Week 6 good.,6112
61107,7,90,72,56,Week 7 good.,6112
61108,8,90,91,88,Week 8 good.,6112
61109,9,89,92,73,Week 9 good.,6112
61110,10,88,73,75,Week 10 good.,6112
61111,1,99,71,91,Week 1 good.,6113
61112,2,93,69,70,Week 2 good.,6113
61113,3,85,66,75,Week 3 good.,6113
61114,4,90,82,55,Week 4 good.,6113
61115,5,94,72,94,Week 5 good.,6113
61116,6,90,62,55,Week 6 good.,6113
61117,7,96,65,70,Week 7 good.,6113
61118,8,87,75,65,Week 8 good.,6113
61119,9,88,76,91,Week 9 good.,6113
61120,10,80,96,82,Week 10 good.,6113
61121,1,89,71,82,Week 1 good.,6114
61122,2,99,61,64,Week 2 good.,6114
61123,3,81,80,100,Week 3 good.,6114
61124,4,87,60,76,Week 4 good.,6114
61125,5,100,89,64,Week 5 good.,6114
61126,6,88,83,74,Week 6 good.,6114
61127,7,89,76,60,Week 7 good.,6114
61128,8,91,93,96,Week 8 good.,6114
61129,9,91,74,58,Week 9 good.,6114
61130,10,89,80,66,Week 10 good.,6114
61131,1,87,69,64,Week 1 good.,6115
61132,2,80,67,53,Week 2 good.,6115
61133,3,100,63,76,Week 3 good.,6115
61134,4,90,72,86,Week 4 good.,6115
61135,5,86,90,80,Week 5 good.,6115
61136,6,97,63,86,Week 6 good.,6115
61137,7,83,83,94,Week 7 good.,6115
61138,8,80,76,60,Week 8 good.,6115
61139,9,87,86,67,Week 9 good.,6115
61140,10,85,100,65,Week 10 good.,6115
61141,1,83,77,66,Week 1 good.,6116
61142,2,81,76,53,Week 2 good.,6116
61143,3,87,60,76,Week 3 good.,6116
61144,4,85,66,52,Week 4 good.,6116
61145,5,91,94,82,Week 5 good.,6116
61146,6,98,93,88,Week 6 good.,6116
61147,7,90,97,75,Week 7 good.,6116
61148,8,84,67,69,Week 8 good.,6116
61149,9,98,82,69,Week 9 good.,6116
61150,10,100,82,74,Week 10 good.,6116
61151,1,91,94,65,Week 1 good.,6117
61152,2,98,90,55,Week 2 good.,6117
61153,3,93,77,81,Week 3 good.,6117
61154,4,87,69,66,Week 4 good.,6117
61155,5,82,77,85,Week 5 good.,6117
61156,6,86,100,74,Week 6 good.,6117
61157,7,90,60,63,Week 7 good.,6117
61158,8,99,90,89,Week 8 good.,6117
61159,9,91,73,54,Week 9 good.,6117
61160,10,89,81,56,Week 10 good.,6117
61161,1,84,60,98,Week 1 good.,6118
61162,2,87,95,100,Week 2 good.,6118
61163,3,96,92,75,Week 3 good.,6118
61164,4,82,64,88,Week 4 good.,6118
61165,5,100,79,59,Week 5 good.,6118
61166,6,88,64,74,Week 6 good.,6118
61167,7,82,84,93,Week 7 good.,6118
61168,8,94,61,83,Week 8 good.,6118
61169,9,84,91,51,Week 9 good.,6118
61170,10,98,93,79,Week 10 good.,6118
61171,1,83,70,51,Week 1 good.,6119
61172,2,96,93,61,Week 2 good.,6119
61173,3,91,83,79,Week 3 good.,6119
61174,4,92,97,73,Week 4 good.,6119
61175,5,93,76,98,Week 5 good.,6119
61176,6,84,99,60,Week 6 good.,6119
61177,7,80,80,89,Week 7 good.,6119
61178,8,98,96,91,Week 8 good.,6119
61179,9,91,91,70,Week 9 good.,6119
61180,10,95,91,68,Week 10 good.,6119
61181,1,99,72,68,Week 1 good.,6120
61182,2,83,81,59,Week 2 good.,6120
61183,3,88,72,72,Week 3 good.,6120
61184,4,84,98,57,Week 4 good.,6120
61185,5,94,68,99,Week 5 good.,6120
61186,6,92,68,65,Week 6 good.,6120
61187,7,89,64,50,Week 7 good.,6120
61188,8,97,91,87,Week 8 good.,6120
61189,9,86,76,82,Week 9 good.,6120
61190,10,97,69,96,Week 10 good.,6120
61191,1,84,99,71,Week 1 good.,6121
61192,2,84,64,58,Week 2 good.,6121
61193,3,83,100,76,Week 3 good.,6121
61194,4,80,82,100,Week 4 good.,6121
61195,5,93,72,97,Week 5 good.,6121
61196,6,80,96,62,Week 6 good.,6121
61197,7,82,92,69,Week 7 good.,6121
61198,8,92,65,72,Week 8 good.,6121
61199,9,91,85,93,Week 9 good.,6121
61200,10,98,83,89,Week 10 good.,6121
61201,1,87,81,66,Week 1 good.,6122
61202,2,92,62,92,Week 2 good.,6122
61203,3,91,65,74,Week 3 good.,6122
61204,4,82,68,50,Week 4 good.,6122
61205,5,93,70,70,Week 5 good.,6122
61206,6,87,81,59,Week 6 good.,6122
61207,7,98,85,87,Week 7 good.,6122
61208,8,100,83,72,Week 8 good.,6122
61209,9,91,79,51,Week 9 good.,6122
61210,10,99,89,59,Week 10 good.,6122
61211,1,99,81,64,Week 1 good.,6123
61212,2,98,65,81,Week 2 good.,6123
61213,3,93,71,82,Week 3 good.,6123
61214,4,98,66,63,Week 4 good.,6123
61215,5,82,76,100,Week 5 good.,6123
61216,6,94,91,100,Week 6 good.,6123
61217,7,82,60,53,Week 7 good.,6123
61218,8,81,73,97,Week 8 good.,6123
61219,9,92,61,59,Week 9 good.,6123
61220,10,80,98,75,Week 10 good.,6123
61221,1,100,80,64,Week 1 good.,6124
61222,2,88,85,96,Week 2 good.,6124
61223,3,86,72,60,Week 3 good.,6124
61224,4,95,100,80,Week 4 good.,6124
61225,5,95,82,52,Week 5 good.,6124
61226,6,85,76,81,Week 6 good.,6124
61227,7,85,92,67,Week 7 good.,6124
61228,8,99,65,53,Week 8 good.,6124
61229,9,90,60,81,Week 9 good.,6124
61230,10,94,82,56,Week 10 good.,6124
61231,1,95,71,71,Week 1 good.,6125
61232,2,91,94,93,Week 2 good.,6125
61233,3,100,61,86,Week 3 good.,6125
61234,4,82,75,50,Week 4 good.,6125
61235,5,80,66,67,Week 5 good.,6125
61236,6,87,94,72,Week 6 good.,6125
61237,7,86,65,96,Week 7 good.,6125
61238,8,89,83,96,Week 8 good.,6125
61239,9,84,64,89,Week 9 good.,6125
61240,10,92,67,73,Week 10 good.,6125
61241,1,100,99,63,Week 1 good.,6126
61242,2,88,67,51,Week 2 good.,6126
61243,3,98,77,88,Week 3 good.,6126
61244,4,80,69,79,Week 4 good.,6126
61245,5,93,99,65,Week 5 good.,6126
61246,6,90,81,96,Week 6 good.,6126
61247,7,84,87,99,Week 7 good.,6126
61248,8,80,87,71,Week 8 good.,6126
61249,9,84,81,50,Week 9 good.,6126
61250,10,81,97,89,Week 10 good.,6126
61251,1,88,81,65,Week 1 good.,6127
61252,2,80,86,63,Week 2 good.,6127
61253,3,100,100,83,Week 3 good.,6127
61254,4,90,94,95,Week 4 good.,6127
61255,5,85,88,95,Week 5 good.,6127
61256,6,87,71,83,Week 6 good.,6127
61257,7,82,88,54,Week 7 good.,6127
61258,8,97,71,72,Week 8 good.,6127
61259,9,84,96,61,Week 9 good.,6127
61260,10,100,80,99,Week 10 good.,6127
61261,1,81,90,93,Week 1 good.,6128
61262,2,85,75,87,Week 2 good.,6128
61263,3,86,78,57,Week 3 good.,6128
61264,4,81,64,71,Week 4 good.,6128
61265,5,99,61,100,Week 5 good.,6128
61266,6,87,90,57,Week 6 good.,6128
61267,7,81,86,94,Week 7 good.,6128
61268,8,81,94,52,Week 8 good.,6128
61269,9,98,69,60,Week 9 good.,6128
61270,10,100,73,96,Week 10 good.,6128
61271,1,87,88,64,Week 1 good.,6129
61272,2,89,70,52,Week 2 good.,6129
61273,3,80,86,74,Week 3 good.,6129
61274,4,84,76,83,Week 4 good.,6129
61275,5,91,77,52,Week 5 good.,6129
61276,6,99,77,68,Week 6 good.,6129
61277,7,100,77,59,Week 7 good.,6129
61278,8,80,93,70,Week 8 good.,6129
61279,9,80,77,99,Week 9 good.,6129
61280,10,94,71,73,Week 10 good.,6129
61281,1,93,95,70,Week 1 good.,6130
61282,2,83,98,89,Week 2 good.,6130
61283,3,89,87,94,Week 3 good.,6130
61284,4,81,80,66,Week 4 good.,6130
61285,5,92,84,73,Week 5 good.,6130
61286,6,99,61,68,Week 6 good.,6130
61287,7,96,99,70,Week 7 good.,6130
61288,8,99,79,96,Week 8 good.,6130
61289,9,92,85,87,Week 9 good.,6130
61290,10,84,63,71,Week 10 good.,6130
61291,1,82,69,83,Week 1 good.,6131
61292,2,81,63,71,Week 2 good.,6131
61293,3,83,93,93,Week 3 good.,6131
61294,4,91,81,93,Week 4 good.,6131
61295,5,80,81,56,Week 5 good.,6131
61296,6,92,88,96,Week 6 good.,6131
61297,7,100,85,54,Week 7 good.,6131
61298,8,87,93,71,Week 8 good.,6131
61299,9,97,67,51,Week 9 good.,6131
61300,10,88,77,87,Week 10 good.,6131
61301,1,97,78,59,Week 1 good.,6132
61302,2,80,92,78,Week 2 good.,6132
61303,3,93,94,72,Week 3 good.,6132
61304,4,81,68,52,Week 4 good.,6132
61305,5,83,61,66,Week 5 good.,6132
61306,6,82,73,56,Week 6 good.,6132
61307,7,95,79,70,Week 7 good.,6132
61308,8,81,68,66,Week 8 good.,6132
61309,9,95,63,52,Week 9 good.,6132
61310,10,84,69,53,Week 10 good.,6132
61311,1,86,93,98,Week 1 good.,6133
61312,2,81,78,82,Week 2 good.,6133
61313,3,84,92,55,Week 3 good.,6133
61314,4,88,95,64,Week 4 good.,6133
61315,5,93,65,73,Week 5 good.,6133
61316,6,87,86,76,Week 6 good.,6133
61317,7,80,98,96,Week 7 good.,6133
61318,8,84,92,70,Week 8 good.,6133
61319,9,88,98,74,Week 9 good.,6133
61320,10,84,61,88,Week 10 good.,6133
61321,1,87,63,98,Week 1 good.,6134
61322,2,94,88,56,Week 2 good.,6134
61323,3,85,77,91,Week 3 good.,6134
61324,4,84,96,57,Week 4 good.,6134
61325,5,84,69,92,Week 5 good.,6134
61326,6,97,72,76,Week 6 good.,6134
61327,7,86,65,75,Week 7 good.,6134
61328,8,83,76,63,Week 8 good.,6134
61329,9,93,83,86,Week 9 good.,6134
61330,10,92,70,92,Week 10 good.,6134
61331,1,88,66,100,Week 1 good.,6135
61332,2,84,96,92,Week 2 good.,6135
61333,3,83,87,77,Week 3 good.,6135
61334,4,82,66,87,Week 4 good.,6135
61335,5,95,84,81,Week 5 good.,6135
61336,6,82,98,76,Week 6 good.,6135
61337,7,98,72,53,Week 7 good.,6135
61338,8,93,71,88,Week 8 good.,6135
61339,9,90,66,88,Week 9 good.,6135
61340,10,90,82,58,Week 10 good.,6135
61341,1,94,63,93,Week 1 good.,6136
61342,2,92,64,85,Week 2 good.,6136
61343,3,81,80,65,Week 3 good.,6136
61344,4,98,70,67,Week 4 good.,6136
61345,5,98,96,68,Week 5 good.,6136
61346,6,90,93,65,Week 6 good.,6136
61347,7,100,65,92,Week 7 good.,6136
61348,8,94,88,72,Week 8 good.,6136
61349,9,99,98,97,Week 9 good.,6136
61350,10,95,97,71,Week 10 good.,6136
61351,1,80,73,71,Week 1 good.,6137
61352,2,88,60,91,Week 2 good.,6137
61353,3,80,70,55,Week 3 good.,6137
61354,4,92,69,62,Week 4 good.,6137
61355,5,87,75,76,Week 5 good.,6137
61356,6,87,71,72,Week 6 good.,6137
61357,7,93,69,75,Week 7 good.,6137
61358,8,89,84,58,Week 8 good.,6137
61359,9,87,92,91,Week 9 good.,6137
61360,10,82,69,97,Week 10 good.,6137
61361,1,96,71,96,Week 1 good.,6138
61362,2,91,75,73,Week 2 good.,6138
61363,3,95,75,89,Week 3 good.,6138
61364,4,87,94,63,Week 4 good.,6138
61365,5,97,90,84,Week 5 good.,6138
61366,6,98,70,82,Week 6 good.,6138
61367,7,83,93,51,Week 7 good.,6138
61368,8,92,85,95,Week 8 good.,6138
61369,9,89,83,95,Week 9 good.,6138
61370,10,84,83,56,Week 10 good.,6138
61371,1,87,100,90,Week 1 good.,6139
61372,2,84,99,91,Week 2 good.,6139
61373,3,82,99,77,Week 3 good.,6139
61374,4,100,88,75,Week 4 good.,6139
61375,5,81,91,99,Week 5 good.,6139
61376,6,85,74,72,Week 6 good.,6139
61377,7,83,82,51,Week 7 good.,6139
61378,8,84,88,66,Week 8 good.,6139
61379,9,89,87,76,Week 9 good.,6139
61380,10,85,89,94,Week 10 good.,6139
61381,1,92,66,93,Week 1 good.,6140
61382,2,97,96,65,Week 2 good.,6140
61383,3,91,72,88,Week 3 good.,6140
61384,4,100,100,75,Week 4 good.,6140
61385,5,100,78,86,Week 5 good.,6140
61386,6,86,63,95,Week 6 good.,6140
61387,7,88,69,85,Week 7 good.,6140
61388,8,89,95,94,Week 8 good.,6140
61389,9,86,74,90,Week 9 good.,6140
61390,10,90,98,81,Week 10 good.,6140
61391,1,88,81,89,Week 1 good.,6141
61392,2,86,84,60,Week 2 good.,6141
61393,3,81,83,88,Week 3 good.,6141
61394,4,100,76,74,Week 4 good.,6141
61395,5,84,93,60,Week 5 good.,6141
61396,6,93,66,54,Week 6 good.,6141
61397,7,93,60,89,Week 7 good.,6141
61398,8,95,89,75,Week 8 good.,6141
61399,9,80,72,71,Week 9 good.,6141
61400,10,96,99,91,Week 10 good.,6141
61401,1,83,62,51,Week 1 good.,6142
61402,2,91,84,79,Week 2 good.,6142
61403,3,92,83,81,Week 3 good.,6142
61404,4,89,84,50,Week 4 good.,6142
61405,5,93,63,68,Week 5 good.,6142
61406,6,87,80,63,Week 6 good.,6142
61407,7,93,97,52,Week 7 good.,6142
61408,8,100,78,93,Week 8 good.,6142
61409,9,80,82,85,Week 9 good.,6142
61410,10,83,97,85,Week 10 good.,6142
61411,1,89,74,87,Week 1 good.,6143
61412,2,88,77,91,Week 2 good.,6143
61413,3,81,61,82,Week 3 good.,6143
61414,4,88,86,72,Week 4 good.,6143
61415,5,94,78,81,Week 5 good.,6143
61416,6,82,74,67,Week 6 good.,6143
61417,7,91,92,93,Week 7 good.,6143
61418,8,93,85,98,Week 8 good.,6143
61419,9,85,98,50,Week 9 good.,6143
61420,10,85,99,77,Week 10 good.,6143
61421,1,85,84,69,Week 1 good.,6144
61422,2,98,93,93,Week 2 good.,6144
61423,3,82,76,66,Week 3 good.,6144
61424,4,94,77,64,Week 4 good.,6144
61425,5,80,89,85,Week 5 good.,6144
61426,6,86,62,82,Week 6 good.,6144
61427,7,99,73,77,Week 7 good.,6144
61428,8,92,74,74,Week 8 good.,6144
61429,9,83,82,55,Week 9 good.,6144
61430,10,88,87,63,Week 10 good.,6144
61431,1,99,61,75,Week 1 good.,6145
61432,2,98,74,77,Week 2 good.,6145
61433,3,99,81,53,Week 3 good.,6145
61434,4,99,88,73,Week 4 good.,6145
61435,5,89,79,66,Week 5 good.,6145
61436,6,99,70,67,Week 6 good.,6145
61437,7,92,65,96,Week 7 good.,6145
61438,8,94,85,80,Week 8 good.,6145
61439,9,96,95,75,Week 9 good.,6145
61440,10,81,86,56,Week 10 good.,6145
61441,1,95,82,78,Week 1 good.,6146
61442,2,94,80,53,Week 2 good.,6146
61443,3,97,74,88,Week 3 good.,6146
61444,4,94,69,92,Week 4 good.,6146
61445,5,90,66,70,Week 5 good.,6146
61446,6,90,99,62,Week 6 good.,6146
61447,7,84,71,56,Week 7 good.,6146
61448,8,90,90,66,Week 8 good.,6146
61449,9,85,97,68,Week 9 good.,6146
61450,10,81,80,52,Week 10 good.,6146
61451,1,89,64,82,Week 1 good.,6147
61452,2,85,74,59,Week 2 good.,6147
61453,3,93,84,79,Week 3 good.,6147
61454,4,93,81,69,Week 4 good.,6147
61455,5,85,77,70,Week 5 good.,6147
61456,6,85,76,87,Week 6 good.,6147
61457,7,96,77,55,Week 7 good.,6147
61458,8,84,90,78,Week 8 good.,6147
61459,9,87,74,78,Week 9 good.,6147
61460,10,94,83,66,Week 10 good.,6147
61461,1,81,94,83,Week 1 good.,6148
61462,2,95,75,83,Week 2 good.,6148
61463,3,99,84,58,Week 3 good.,6148
61464,4,94,78,79,Week 4 good.,6148
61465,5,84,85,74,Week 5 good.,6148
61466,6,83,61,77,Week 6 good.,6148
61467,7,93,64,99,Week 7 good.,6148
61468,8,90,68,100,Week 8 good.,6148
61469,9,81,84,65,Week 9 good.,6148
61470,10,87,69,95,Week 10 good.,6148
61471,1,94,69,54,Week 1 good.,6149
61472,2,89,99,87,Week 2 good.,6149
61473,3,86,90,58,Week 3 good.,6149
61474,4,84,74,67,Week 4 good.,6149
61475,5,96,64,57,Week 5 good.,6149
61476,6,86,94,84,Week 6 good.,6149
61477,7,85,97,83,Week 7 good.,6149
61478,8,84,77,87,Week 8 good.,6149
61479,9,89,82,73,Week 9 good.,6149
61480,10,80,61,83,Week 10 good.,6149
61481,1,91,76,95,Week 1 good.,6150
61482,2,91,97,66,Week 2 good.,6150
61483,3,95,91,74,Week 3 good.,6150
61484,4,85,90,66,Week 4 good.,6150
61485,5,95,71,55,Week 5 good.,6150
61486,6,95,92,73,Week 6 good.,6150
61487,7,88,79,53,Week 7 good.,6150
61488,8,88,70,56,Week 8 good.,6150
61489,9,97,72,68,Week 9 good.,6150
61490,10,100,70,97,Week 10 good.,6150
61491,1,90,65,99,Week 1 good.,6151
61492,2,91,96,65,Week 2 good.,6151
61493,3,86,90,77,Week 3 good.,6151
61494,4,88,100,90,Week 4 good.,6151
61495,5,91,85,76,Week 5 good.,6151
61496,6,81,69,73,Week 6 good.,6151
61497,7,92,92,93,Week 7 good.,6151
